SKU SITO,NOTE,STATO,SKU AMAZON,COD ARTICOLO,NOME GESTIONALE,QTY GIACENZA,QTY VENDUTA,TIPO MATCH,SCORE,TITOLO AMAZON,PREZZO AMAZON,ASIN,URL AMAZON,DESCR. AMAZON
FAN86049,,✅ SU WOOCOMMERCE,1CLQ-6PTH-3ZJH,FAN86049,CREMA COLORE 8.43 BIONDO CHIARO RAME DORATO FANOLA,4,4,🟢 AFFIDABILE (70.0%),70,"Fanola Crema colore Colouring Cream 8.43 Biondo chiaro Rame Oro, 100 ml",999,0424HAAD3ZH,https://www.amazon.it/dp/B00CGPNOJQ,
FAN86050,,🟠 FUZZY DEBOLE - VERIFICA (codice NON unico),1CLQ-6PX4-IYTL,FAN86043,CREMA COLORE 6.4 BIONDO SCURO RAME FANOLA,3,3,🟡 INCERTO (60.7%),607,"FANOLA - Crema colorante per capelli, 100 ml, 6.44, biondo scuro vivace, rame",999,0424HAAHBMU,https://www.amazon.it/dp/B00CGPKOXK,
FAN86051,,✅ SU WOOCOMMERCE,1CLQ-6PW7-GIZF,FAN86052,CREMA COLORE FANOLA 8.44 BIONDO CHIARO RAME INTENSO FANOLA,6,6,🟡 INCERTO (59.7%),597,"Fanola Crema colore Colouring Cream 7.44 Biondo vivace Rame, 100 ml",999,0424HAFD6IO,https://www.amazon.it/dp/B00CGPN5ZO,
FAN86053,,✅ SU WOOCOMMERCE,1CLQ-6PTX-5CKQ,FAN86053,CREMA COLORE 5.46 CASTANO CHIARO RAME ROSSO FANOLA,11,11,🟡 INCERTO (65.0%),65,"Fanola Crema colore Colouring Cream 5.46 Marrone chiaro Rame Rosso, 100 ml",999,0424HAF2QW1,https://www.amazon.it/dp/B00CGPKT9Y,
FAN86054,,✅ SU WOOCOMMERCE,1CLQ-6PX4-FZWJ,FAN86054,CREMA COLORE 6.46 BIONDO SCURO RAME ROSSO FANOLA,8,7,🟡 INCERTO (68.4%),684,"FANOLA - Crema per capelli colorati, 100 ml, 6.46, biondo scuro, rame, rosso",999,0424HA8WL6P,https://www.amazon.it/dp/B00CGPN1RG,
FAN86055,,✅ SU WOOCOMMERCE,1086055 - FAN86055,FAN86055,CREMA COLORE 4.5 CASTANO MOGANO FANOLA,6,6,🟠 DEBOLE (47.5%),475,"Fanola 4.5 Medium Mahogany Brown Hair Coloring Cream, Tinta Castano Mogano, 100 ml",999,0430H2467RP,https://www.amazon.it/dp/B00CGPSR8Y,
FAN86056,,✅ SU WOOCOMMERCE,1CLQ-6PVR-GYV0,FAN86056,CREMA COLORE 5.5 CASTANO CHIARO MOGANO FANOLA,6,6,🟡 INCERTO (60.3%),603,Fanola Crema colorante Colouring Cream 5.5 marrone chiaro mogano 100 ml,999,0424HAFOZBM,https://www.amazon.it/dp/B00CGPHYSI,
FAN86057,,✅ SU WOOCOMMERCE,1CLQ-6PXH-I9GD,FAN86057,CREMA COLORE 6.5 BIONDO SCUROMOGANO FANOLA,8,8,🟡 INCERTO (66.7%),667,"Fanola Crema colorante Colouring Cream 6.5 Biondo Scuro Mogano, 100 ml",999,0424HAFOQJJ,https://www.amazon.it/dp/B00CGPJIYG,
FAN86059,,✅ SU WOOCOMMERCE,1CLQ-6PW7-GWZL,FAN86059,CREMA COLORE 5.6 CASTANO CHIARO ROSSO FANOLA,11,11,🟡 INCERTO (61.8%),618,"FANOLA - Crema colorante per capelli 5.6, marrone chiaro, rosso, 100 ml",999,0424HAI81Z5,https://www.amazon.it/dp/B00CGPS36U,
FAN86060,,✅ SU WOOCOMMERCE,1CLQ-6PXH-GNZK,FAN86060,CREMA COLORE 6.6 BIONDO SCURO ROSSO FANOLA,0,6,🟡 INCERTO (67.3%),673,"Fanola Crema colorante Colouring Cream 6.6 Biondo scuro Rosso, 100 ml",999,0424HA9IL4U,https://www.amazon.it/dp/B00CGPMABY,
FAN86061,,✅ SU WOOCOMMERCE,1CLQ-6PUD-VP1X,FAN86061,CREMA COLORE 7.6 BIONDO ROSSO FANOLA,13,13,🟡 INCERTO (63.3%),633,"Fanola Crema colorante Colouring Cream 7.6 Biondo Rosso, 100 ml",999,0424HAEOX7Z,https://www.amazon.it/dp/B00CGPL4ZC,
FAN86062,,✅ SU WOOCOMMERCE,1CLQ-6PWO-6OPT,,,,,🟠 DEBOLE (17.9%),179,FANOLA COLOR SUPERSCHIARENTI 11.0,999,0424HAHVGTN,https://www.amazon.it/dp/B00CGPJMKQ,
FAN86063,,✅ SU WOOCOMMERCE,1CLQ-6PWO-7VW6,,,,,🟠 DEBOLE (17.9%),179,FANOLA COLOR SUPERSCHIARENTI 11.1,999,0424HAAL5DC,https://www.amazon.it/dp/B00CGPIR0C,
FAN86064,,✅ SU WOOCOMMERCE,1CLQ-6PWO-78NX,FAN86086,CREMA COLORE 10.13 BIONDO PLATINO BEIGE,6,6,🟡 INCERTO (58.1%),581,FANOLA - Crema tintura per capelli Fanola 100 ml 11.13 Super Blond Platino Beige,999,0424HAAJ0BI,https://www.amazon.it/dp/B00CGPP2IW,
FAN86066,,✅ SU WOOCOMMERCE,1CLQ-6PVB-HV8T,FAN86066,CREMA COLORE FANOLA NEUTRO 100ML,3,5,🟡 INCERTO (59.7%),597,FANOLA - Crema per capelli Fanola 100 ml,999,0424HACABOE,https://www.amazon.it/dp/B00PZ0RQMU,
FAN86068,??? SKU UGUALE A RIGA SOPRA,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PVB-HV8T,FAN86068,CREMA COLORE FANOLA BLU 100ML,3,5,🟡 INCERTO (59.7%),597,FANOLA - Crema per capelli Fanola 100 ml,999,0424HACABOE,https://www.amazon.it/dp/B00PZ0RQMU,
FAN86068,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PUV-BQ4P,,,,,🟠 DEBOLE (19.7%),197,FANOLA COLOR CORRETTORI BLU,999,0424HAAL1FX,https://www.amazon.it/dp/B00PZ0RLZC,
FAN86069,,✅ SU WOOCOMMERCE,1CLQ-6PVB-HLM1,FAN1076035,FREE PAINT FANOLA PURE AQUA 60 ML,48,48,🟠 DEBOLE (47.3%),473,"FANOLA Amarillo Fanola Corrector, per l uso quotidiano, 100 ml",999,0424HAIRCUS,https://www.amazon.it/dp/B00PZ0R4L8,
FAN86070,,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),1CLQ-6PVB-H5H9,FAN96626,9 ICE - CREMA COLORANTE ANTIGIALLO 100 ML,3,3,🟡 INCERTO (55.7%),557,"FANOLA - Crema colorante per capelli, 100 ml, rosso Correctors",999,0424HAG45UX,https://www.amazon.it/dp/B00PZ0R97M,
FAN86071,,✅ SU WOOCOMMERCE,C9-HLVE-MKH7,FAN86071,CREMA COLORE 10.0 BIONDO PLATINO,20,14,🟡 INCERTO (68.8%),688,"Fanola - Crema colorante per capelli, 10.0 biondo platino, 100 ml",999,0328FWA3EUS,https://www.amazon.it/dp/B00CGPKWXM,
FAN86072,,✅ SU WOOCOMMERCE,1CLQ-6PVR-G45W,,,,,🟠 DEBOLE (44.8%),448,Fanola Accessori colore - 150 gr,999,0424HAAJKIT,https://www.amazon.it/dp/B015RYGEBW,
FAN86073,,✅ SU WOOCOMMERCE (codice NON unico),1086073 - FAN86073,FAN86017,CREMA COLORE 8.04 BIONDO CHIARO RAME NATURALE FANOLA,10,9,🟡 INCERTO (66.1%),661,"Fanola Crema Colore Colouring Cream 9.04 Biondo Chiaro Naturale Rame, 100 ml",999,0430H2AJVJD,https://www.amazon.it/dp/B00CGPID6U,
FAN86073,,✅ SU WOOCOMMERCE (codice NON unico),1086073 - FAN86073,FAN86073,CREMA COLORE 9.04 BIONDO CHIARISS. RAME NATURALE,10,9,🟡 INCERTO (66.1%),661,"Fanola Crema Colore Colouring Cream 9.04 Biondo Chiaro Naturale Rame, 100 ml",999,0430H2AJVJD,https://www.amazon.it/dp/B00CGPID6U,
FAN86074,,✅ SU WOOCOMMERCE,FAN1086074,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (54.5%),545,FANOLA TINTURA 5.1,999,0514HJ6U8YH,https://www.amazon.it/dp/B00CGPJI4Q,
FAN86075,,✅ SU WOOCOMMERCE,1CLQ-6PVR-H52Z,,,,,🟠 DEBOLE (44.8%),448,FANOLA COLOR CENERE 10.1,999,0424HAHY4ZS,https://www.amazon.it/dp/B00CGPM8T8,
FAN86077,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-XKQ4,FAN86077,CREMA COLORE 9.14 NOCE,3,3,🟡 INCERTO (61.4%),614,"Fanola Crema colore Colouring Cream 9.14 Noce, 100 ml",999,0424HADGQDK,https://www.amazon.it/dp/B00CGPID2E,
FAN86077,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-XKQ4,FAN86334,CREMA COLORE R.66 RED BOOSTER 100 ML,3,3,🟡 INCERTO (61.4%),614,"Fanola Crema colore Colouring Cream 9.14 Noce, 100 ml",999,0424HADGQDK,https://www.amazon.it/dp/B00CGPID2E,
FAN86078,,✅ SU WOOCOMMERCE,FAN1086078,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (52.2%),522,FANOLA TINTURA 10.14,999,0514HJC40WI,https://www.amazon.it/dp/B00CGPQ7BI,
FAN86079,,✅ SU WOOCOMMERCE,FAN1086079,FAN86079,CREMA COLORE 6.2 BIONDO SCURO VIOLA,9,9,🟡 INCERTO (68.0%),68,"Fanola Crema colorante Colouring Cream 6.2 Biondo scuro Viola, 100 ml",999,0514HJ2DJLL,https://www.amazon.it/dp/B00CGPY6B6,
FAN86080,,✅ SU WOOCOMMERCE,FAN1086080,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (53.3%),533,FANOLA TINTURA 10.3,999,0514HJCIXTO,https://www.amazon.it/dp/B00CGPQXMG,
FAN86081,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PWO-5YBJ,FAN86081,CREMA COLORE 11.2 superschiarente biondo platino perla,6,6,🟡 INCERTO (57.6%),576,FANOLA - Crema tintura per capelli Fanola 100 ml 11.2 Super Blond Platin Perl,999,0424HAAQXUF,https://www.amazon.it/dp/B00CGPM24E,
FAN86081,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PWO-5YBJ,FAN86324,CREMA COLORE 12.2 SUPER BIONDO PLATINO PERLA EXTRA,6,6,🟡 INCERTO (57.6%),576,FANOLA - Crema tintura per capelli Fanola 100 ml 11.2 Super Blond Platin Perl,999,0424HAAQXUF,https://www.amazon.it/dp/B00CGPM24E,
FAN86082,,✅ SU WOOCOMMERCE,1CLQ-6PWO-706U,FAN86463,COLOR KERATIN ORO PURO 11.7 SUPER BIONDO PLATINO IRISE',6,6,🟡 INCERTO (67.2%),672,"Fanola Color, Crema colorante per Capelli, 11.7 Super Biondo platin irisé,100 ml",999,0424HAHMEQU,https://www.amazon.it/dp/B00CGPKAEI,
FAN86083,,✅ SU WOOCOMMERCE,1CLQ-6PTH-3QGQ,,,,,🟠 DEBOLE (21.4%),214,FANOLA COLOR ROSSI 4.6,999,0424HAL2X59,https://www.amazon.it/dp/B00CGPLBC8,
FAN86086,,✅ SU WOOCOMMERCE,1CLQ-6PVR-FV26,,,,,🟠 DEBOLE (43.3%),433,D´Shila Plasters and bandages-Protect fingers - 250 gr,999,0424HAIUK7I,https://www.amazon.it/dp/B00CGPLSH6,
FAN86090,,✅ SU WOOCOMMERCE,1CLQ-6PVB-I52H,FAN86090,CREMA COLORE FANOLA TONER ARGENTO,12,12,🟡 INCERTO (60.3%),603,Fanola Tinta Crema Colore 100 ML Argento,999,0424HAAR3US,https://www.amazon.it/dp/B00CGPS68A,
FAN86160,,✅ SU WOOCOMMERCE,EZ-GL6N-LS9Z,FAN86160,ATTIVATORE 3,0,0,🟡 INCERTO (57.1%),571,"FANOLA ATTIVATORE 3,5 VOL 1 LT",95,0205HCP3XV3,https://www.amazon.it/dp/B011PVB1KK,
FAN86161,,✅ SU WOOCOMMERCE,9M-6LM5-W6X4,FAN86161,OSSIGENO 10 VOLUMI FANOLA 1000ML,16,25,🟡 INCERTO (52.9%),529,"Fanola - Crema ossidante, 10 volumi, 1 L",95,0205HCLX150,https://www.amazon.it/dp/B00PZ0ZHEO,
FAN86162,,✅ SU WOOCOMMERCE,U3-71IW-0MFV,PH300019,ACQUA OSSIGENATA 10 V ML.250,20,28,🟡 INCERTO (69.8%),698,"Fanola Acqua Ossigenata 1L, 20 Vol. 6%",999,0328FWAAVXI,https://www.amazon.it/dp/B00PZ0ZC7G,
FAN86163,,✅ SU WOOCOMMERCE,RI-CBNI-OV58,,,,,🟠 DEBOLE (41.2%),412,Matrix Trattamenti per la ricrescita dei capelli - 1000 ml,999,0206HF1VPAE,https://www.amazon.it/dp/B00PZ0Z956,
FAN86164,,✅ SU WOOCOMMERCE,18-4ZQI-SHUS,PH300019,ACQUA OSSIGENATA 10 V ML.250,20,28,🟡 INCERTO (63.8%),638,"Fanola Acqua ossigenata profumata, 1000 ml",95,0205HCJE95E,https://www.amazon.it/dp/B00PZ0Z2K8,
FAN86173,,✅ SU WOOCOMMERCE,FAN1086173,,,,,🟠 DEBOLE (35.8%),358,"Fanola Oro Therapy 24K Tinta per capelli, 100 ml, colorante permanente per capelli senza ammoniaca, arricchito con cheratina, olio di argan, oro puro micro-attivo, per la massima copertura, perfetta e uniforme, per colori brillanti, intensi, di lunga durata 100mL",118,0514HKKIV1N,https://www.amazon.it/dp/B01EJZYYEY,
FAN86175,,✅ SU WOOCOMMERCE (codice NON unico),1086040 - FAN86040,FAN86175,COLOR KERATIN ORO PURO 7.34 BIONDO DORATO RAME,8,5,🟡 INCERTO (68.5%),685,"Fanola - Crema colorante per capelli, 7.34 biondo rame dorato, 100 ml",999,0430H29ZI4L,https://www.amazon.it/dp/B00CGPJG0M,
FAN86175,,✅ SU WOOCOMMERCE (codice NON unico),1086175 - FAN86175,,,,,🟠 DEBOLE (40.9%),409,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 7.34,118,0430H2LYWP6,https://www.amazon.it/dp/B01EK00FAA,
FAN86231,,✅ SU WOOCOMMERCE,UK-VBDH-AE5E,FAN86231,SHAMPOO RISTRUTTURANTE FANOLA 350 ML (1076051),13,13,🟡 INCERTO (58.2%),582,FANOLA Nourishing Shampoo Ristrutturante Capelli Danneggiati 350ml,114,0327FS6D5YC,https://www.amazon.it/dp/B08L4GFMTJ,
FAN86232,,✅ SU WOOCOMMERCE (codice NON unico),HL-ZAN7-AITV,BYTCL00279,MASCHERA CORPO RIMODELL.SNELL. 500ML LIPO-TRAP,7,7,🟠 DEBOLE (48.6%),486,Mascarilla Restruct 500Ml,12,0326FP6X558,https://www.amazon.it/dp/B01MCUU8OA,
FAN86232,,✅ SU WOOCOMMERCE (codice NON unico),GY-1WEM-DQNK,FAN86232,SHAMPOO RISTRUTTURANTE FANOLA 1000 ML (1076053),15,16,🟡 INCERTO (54.5%),545,Fanola Nourishing - Shampoo ristrutturante per capelli secchi e crespi - 1000 Ml,143,0327FRVOYB5,https://www.amazon.it/dp/B08HM4LQJD,
FAN86234,,✅ SU WOOCOMMERCE,TQ-VC6J-6317,FAN86234,MASCHERA RISTRUTTURANTE FANOLA 500 ML (1076055),13,16,🟡 INCERTO (56.1%),561,FANOLA Maschera Spray Ristrutturante Nutri One 10 Azioni 200ml,14,0327FSO0WRK,https://www.amazon.it/dp/B08L4GTGND,
FAN86235,,✅ SU WOOCOMMERCE,O7-RTIY-E3WB,FAN86235,MASCHERA RISTRUTTURANTE FANOLA 1500 ML (1076056),14,10,🟡 INCERTO (65.3%),653,"Fanola Nutri Care - Maschera Ristrutturante, 1500 ml",147,0326FP35EFX,https://www.amazon.it/dp/B00CGPMLDG,
FAN86237,,✅ SU WOOCOMMERCE,FAN1076054,FAN86237,CONDIZIONATORE RISTRUTTURANTE 1000 ML (1076054),6,6,🟢 AFFIDABILE (72.7%),727,"Fanola Nourishing, Condizionatore ristrutturante, 1000ml",141,0514HKB85JR,https://www.amazon.it/dp/B00CGPKDJU,
FAN86238,,✅ SU WOOCOMMERCE,T8-WOMN-B32M,FAN86238,CRISTALLI LIQUIDI RISTRUTTURANTI 100 ML ARANCIO (1076062),25,31,🟡 INCERTO (63.1%),631,Fanola Nurishing Cristalli Liquidi Ristrutturanti Capelli Danneggiati 100ml,153,0327FS67YWV,https://www.amazon.it/dp/B08L4HYNWH,
FAN86276,,✅ SU WOOCOMMERCE,FAN1096814,FAN86276,SMACCHIATORE FANOLA 150 ML (1096814),23,17,🟡 INCERTO (52.1%),521,FANOLA Smacchiatore 150ml Stain Remover,125,0514HJLVR0P,https://www.amazon.it/dp/B07JPM4YSV,
FAN86296,,✅ SU WOOCOMMERCE,FAN1076638,,,,,🟠 DEBOLE (38.7%),387,Fanola WONDER Smooth Extra Care Siero 100 ml,163,0514HJLYYRD,https://www.amazon.it/dp/B0DZWWGR1N,
FAN86303,,🟠 FUZZY DEBOLE - VERIFICA (codice NON unico),1CLQ-6PX4-FVNX,FAN86079,CREMA COLORE 6.2 BIONDO SCURO VIOLA,9,9,🟡 INCERTO (59.6%),596,"FANOLA - Crema colorante per capelli, 100 ml, 6.11, biondo scuro",999,0424HAIKNCG,https://www.amazon.it/dp/B00PZ0PFCS,
FAN86304,,✅ SU WOOCOMMERCE,1086304 - FAN86304,FAN86052,CREMA COLORE FANOLA 8.44 BIONDO CHIARO RAME INTENSO FANOLA,6,6,🟠 DEBOLE (47.8%),478,Fanola Hair Color 100 ml variante di Fanola Hair Color 2 7.11 biondo medio intenso cenere,999,0430H1Z1YNL,https://www.amazon.it/dp/B00PZ0P2OE,
FAN86305,,✅ SU WOOCOMMERCE,1CLQ-6PUD-VHAS,FAN86305,CREMA COLORE 8.11 BIONDO CHIARO CENERE INTENSO,6,8,🟢 AFFIDABILE (76.0%),76,"Fanola - Crema colorante per capelli, 8.11 biondo chiaro cenere intenso, 100 ml",999,0424HAFY4VC,https://www.amazon.it/dp/B00PZ0PJAQ,
FAN86306,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-XRYN,FAN86021,CREMA COLORE 8.1 BIONDO CHIARO CENERE FANOLA,9,9,🟡 INCERTO (69.1%),691,"Fanola Hair Color Crema colorante 9.11 Biondo chiaro cenere, 100 ml",999,0424HAG0VE9,https://www.amazon.it/dp/B00PZ0P640,
FAN86306,,✅ SU WOOCOMMERCE (codice NON unico),1CLQ-6PSZ-XRYN,FAN86306,CREMA COLORE 9.11 BIONDO CH.MO CENERE INTENSO,9,9,🟡 INCERTO (69.1%),691,"Fanola Hair Color Crema colorante 9.11 Biondo chiaro cenere, 100 ml",999,0424HAG0VE9,https://www.amazon.it/dp/B00PZ0P640,
FAN86307,,✅ SU WOOCOMMERCE,1CLQ-6PVR-F8R2,FAN86307,CREMA COLORE 8.11 BIONDO CHIARO CENERE INTENSO,6,8,🟢 AFFIDABILE (71.4%),714,"Fanola Crema colorante Colouring Cream 10.11 biondo chiaro cenere intenso, 100 ml",999,0424HADKLVZ,https://www.amazon.it/dp/B00PZ0PMV2,
FAN86309,,✅ SU WOOCOMMERCE,FAN1086322,,,,,🟠 DEBOLE (40.5%),405,Fanola - Tinta per capelli 100 ml Colore 5.22,999,0514HJLUQRD,https://www.amazon.it/dp/B07GFNKWQF,
FAN86311,,✅ SU WOOCOMMERCE,1CLQ-6PTH-4QWJ,FAN86311,CREMA COLORE 5.29 CIOCCOLATO EXTRA,11,11,🟡 INCERTO (59.2%),592,"Fanola Crema Colore Colouring Cream 5.29 Extra Cioccolato, 100 ml",999,0424HAFMYVM,https://www.amazon.it/dp/B00L5D79DW,
FAN86312,,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),1086312 - FAN86312,FAN86334,CREMA COLORE R.66 RED BOOSTER 100 ML,3,3,🟡 INCERTO (55.2%),552,"Fanola Crema colore Colouring Cream 6.29 Zartbitter Cioccolato, 100 ml",999,0430H22HFV3,https://www.amazon.it/dp/B07GFQ6T1W,
FAN86313,,✅ SU WOOCOMMERCE,1CLQ-6PX4-GZAJ,FAN86313,CREMA COLORE 7.29 CIOCCOLATO GIANDUIA,9,9,🟡 INCERTO (58.2%),582,"FANOLA - Crema colorante per capelli Fanola, 100 ml, 7.29, cioccolato nocciola",999,0424HAAHBL5,https://www.amazon.it/dp/B00PZ0RZ4O,
FAN86315,,✅ SU WOOCOMMERCE,1CLQ-6PW7-HC8S,FAN86315,CREMA COLORE 5.66 CASTANO CHIARO ROSSO INTENSO,7,7,🟡 INCERTO (67.8%),678,"FANOLA - Crema colorante per capelli, 100 ml, 5.66, marrone chiaro, rosso intenso",999,0424HAAQ7TY,https://www.amazon.it/dp/B00PZ0X9AI,
FAN86316,,✅ SU WOOCOMMERCE,1CLQ-6PX4-FVEV,FAN86316,CREMA COLORE 6.66 BIONDO SCURO ROSSO INTENSO,5,6,🟢 AFFIDABILE (72.7%),727,"Fanola Crema colorante Colouring Cream 6.66 biondo scuro rosso intenso, 100 ml",999,0424HABYWEX,https://www.amazon.it/dp/B00PZ0XZ2K,
FAN86317,,✅ SU WOOCOMMERCE,1CLQ-6PUD-U71V,FAN86317,CREMA COLORE 7.66 BIONDO ROSSO INTENSO,2,6,🟡 INCERTO (55.0%),55,"Fanola Crema colorante Colouring Cream 7.66 Blond Intensiv Rosso, 100 ml",999,0424HAB7OB5,https://www.amazon.it/dp/B00PZ0XRWS,
FAN86324,,✅ SU WOOCOMMERCE,FAN1086324,FAN8076079,CIOTOLA PER TINTURA FANOLA,5,5,🟡 INCERTO (53.3%),533,FANOLA TINTURA 12.2,999,0514HKK46CV,https://www.amazon.it/dp/B00PZ0QAY0,
FAN86326,,✅ SU WOOCOMMERCE,FAN1086326,,,,,🟠 DEBOLE (17.9%),179,FANOLA COLOR SUPERSCHIARENTI 12.7,999,0514HJZWWMM,https://www.amazon.it/dp/B00PZ0YTDO,
FAN86331,,✅ SU WOOCOMMERCE (codice NON unico),ID-1076059,FAN1096993,NO YELLOW 2-PHASE POTION senza risciacquo 150 ML,12,12,🟡 INCERTO (55.8%),558,FANOLA NUTRI CARE MASCHERA SPRAY SENZA RISCIACQUO 200 ml,14,0109HTY5AE1,https://www.amazon.it/dp/B011PVKT08,
FAN86331,,✅ SU WOOCOMMERCE (codice NON unico),TQ-VC6J-6317,FAN86331,NUTRI ONE 10 AZIONI MASCHERA SPRAY 200 ML NO RISC.(1076059),13,16,🟡 INCERTO (56.1%),561,FANOLA Maschera Spray Ristrutturante Nutri One 10 Azioni 200ml,14,0327FSO0WRK,https://www.amazon.it/dp/B08L4GTGND,
FAN86334,,✅ SU WOOCOMMERCE,1CLQ-6PVB-I69D,FAN86878,MASCHERA CAPELLI RICCI E ONDULATI 1000 ML,7,7,🟡 INCERTO (62.5%),625,Mascarailla ricci e capelli mossi 100ml,999,0424HAFXAXO,https://www.amazon.it/dp/B00PZ0XJ0S,
FAN86335,,🟠 FUZZY DEBOLE - VERIFICA (codice NON unico),FAN1086355,FAN1096802,COLOR KERATIN ORO PURO 9.21,6,6,🟡 INCERTO (67.6%),676,FANOLA COLOR COLOR KERATIN ORO PURO SABBIA 8.31,118,0514HJLUG6N,https://www.amazon.it/dp/B01EJYSS4C,
FAN86338,LO SKU CORRISPONDE AL NS. COD,✅ SU WOOCOMMERCE (codice NON unico),ID-1076337,FAN1076102,POLVERE DECOLORANTE BLU LIGHTENER 450 GR.,7,8,🟡 INCERTO (60.6%),606,Polvere decolorante compatta blu dust free 500gr OroTherapy,184,0109HTXO9YR,https://www.amazon.it/dp/B0CW3GGLDQ,
FAN86338,,✅ SU WOOCOMMERCE (codice NON unico),ID-1076337,FAN86338,DE-COLOR KERATIN 500 GR POLVERE DECOL. BLU (76337),7,8,🟡 INCERTO (60.6%),606,Polvere decolorante compatta blu dust free 500gr OroTherapy,184,0109HTXO9YR,https://www.amazon.it/dp/B0CW3GGLDQ,
FAN86338,,✅ SU WOOCOMMERCE (codice NON unico),WW-JP4M-ATCD,NO43,NOLITA COLOR WHITE,8,8,🟠 DEBOLE (49.2%),492,"FANOLA De-color Compact White 500 g, Multicolore",162,0109HU1K9JQ,https://www.amazon.it/dp/B011PVEUK8,
FAN86353,,✅ SU WOOCOMMERCE,1CLN-OZXO-GUGH,,,,,🟠 DEBOLE (43.2%),432,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 6.31,118,0423H6HBCVF,https://www.amazon.it/dp/B01EJYP0YS,
FAN86382,,✅ SU WOOCOMMERCE,ID-1086382,FAN86382,KERATERM SHAMPOO 300 ML,17,17,🟢 AFFIDABILE (84.6%),846,Fanola Keraterm Shampoo 300Ml,1255,1223FEQGEDI,https://www.amazon.it/dp/B01DWHOTSG,
FAN86413,,✅ SU WOOCOMMERCE,D8-LRDA-B9BF,,,,,🟠 DEBOLE (42.6%),426,Shampoo Fanola KERATERM Cheratina 1000mL 1L - Disciplina anti-contenzione,162,0327FSIWD5H,https://www.amazon.it/dp/B01DWHQS12,
FAN86424,,✅ SU WOOCOMMERCE (codice NON unico),1CLN-OZYJ-FWON,AH1909,ARTISTIC COLOUR ALL FREE 100ML 1.0,12,12,🟡 INCERTO (61.8%),618,TINTA ORO COLOR KERATING 100ML 1.0,118,0423H6GKRCP,https://www.amazon.it/dp/B00GIMCWX2,
FAN86424,,✅ SU WOOCOMMERCE (codice NON unico),1CLN-OZYJ-FWON,FAN86424,COLOR KERATIN ORO PURO 1.0 NERO,12,12,🟡 INCERTO (61.8%),618,TINTA ORO COLOR KERATING 100ML 1.0,118,0423H6GKRCP,https://www.amazon.it/dp/B00GIMCWX2,
FAN86425,,✅ SU WOOCOMMERCE,NS-CEYX-NLPC,,,,,🟠 DEBOLE (41.8%),418,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 3.0,118,0331F3P96GK,https://www.amazon.it/dp/B00GIMCYM6,
FAN86426,,✅ SU WOOCOMMERCE,1CLN-OZYJ-FX3G,,,,,🟠 DEBOLE (42.6%),426,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 4.0,118,0423H6HRBJA,https://www.amazon.it/dp/B00GIMD66O,
FAN86427,,✅ SU WOOCOMMERCE (codice NON unico),UO-7LHO-L2F6,FAN86427,COLOR KERATIN ORO PURO 5.0 CASTANO CHIARO,36,33,🟡 INCERTO (68.4%),684,"Fanola - Tinta 100 ml (5,0 Castano chiaro)",999,0402F9Z9I57,https://www.amazon.it/dp/B07GFQXCN2,
FAN86427,,✅ SU WOOCOMMERCE (codice NON unico),1CLN-OZY4-FK34,,,,,🟠 DEBOLE (41.8%),418,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 5.0,118,0423H6C1D34,https://www.amazon.it/dp/B00GIMD71I,
FAN86428,,🟡 FUZZY INCERTO - VERIFICA (codice NON unico),DJ-KG0V-VDD3,FAN1096802,COLOR KERATIN ORO PURO 9.21,6,6,🟡 INCERTO (56.2%),562,Fanola Oro Therapy Color Keratin Puro,118,0401F6TVSDQ,https://www.amazon.it/dp/B00GIMD7T0,Fanola Oro Therapy Color Keratin Puro colore 6.0
FAN86429,,✅ SU WOOCOMMERCE,1CLN-OZWR-DD4T,FAN86429,COLOR KERATIN ORO PURO 7.0 BIONDO,28,38,🟡 INCERTO (64.2%),642,FANOLA COLOR COLOR KERATIN ORO PURO NATURALI 7.0,118,0423H6I0K1E,https://www.amazon.it/dp/B00GIMD8RQ,
FAN86430,,✅ SU WOOCOMMERCE (codice NON unico),V4-TUP0-21YU,,,,,🟠 DEBOLE (41.8%),418,FANOLA TINTURA ORO THERAPY COLOR KERATIN SENZA AMMONIACA 8.0,118,0331F3LJVEY,https://www.amazon.it/dp/B00GIMD9P2,
